stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_day,market_segment_type,avg_price_per_room,booking_status,email,booking_id
0,3,44,2015,12,24,Offline,58.0,0,Nicholas_Ellison86@att.com,
0,3,45,2015,12,31,Online,109.0,1,James.O@att.com,
0,2,24,2016,1,8,Online,48.0,1,Colleen_Trujillo@protonmail.com,
7,19,46,2016,2,3,Direct,30.0,1,Kennedy.Christina@aol.com,
0,1,46,2016,3,11,Offline,25.0,1,JFlowers@hotmail.com,
0,3,162,2016,3,24,Groups,84.0,0,ZVilla@zoho.com,
0,3,37,2016,3,24,Offline,81.0,1,KVargas41@comcast.net,
0,3,59,2016,6,9,Online,119.0,1,Rodriguez_Cheyenne@yahoo.com,
2,4,115,2016,6,11,Online,131.67,1,Ashley.Franklin@comcast.net,
2,5,152,2016,6,20,Offline,62.9,1,Anita.Wallace12@att.com,
2,5,259,2016,7,13,Online,123.43,0,JCrawford99@aol.com,
1,4,130,2016,7,18,Online,252.0,1,Stone.Tyler52@aol.com,
0,4,35,2016,8,24,Offline,160.0,1,Tammy.W@xfinity.com,
0,3,211,2016,9,7,Groups,89.0,1,Arnold.Sara@zoho.com,
2,5,244,2016,9,20,Online,80.0,1,Christine_Anderson@yahoo.com,
0,1,232,2016,9,22,Offline,78.0,1,BFletcher98@outlook.com,
3,6,339,2016,9,26,Groups,80.0,1,Nicholas.Robinson@mail.com,
2,7,198,2016,10,5,Online,107.6,1,CCabrera60@aol.com,
2,0,131,2016,10,9,Groups,55.0,1,Roman.Jennifer@gmail.com,
2,5,243,2016,10,16,Online,141.7,1,Stephen.Long@zoho.com,
2,5,52,2016,11,17,Online,55.8,1,SBarnes@mail.com,
0,1,2,2016,12,23,Corporate,27.0,1,Megan_Rodriguez48@mail.com,
1,2,135,2016,12,30,Online,73.5,1,Pamela_Farley@gmail.com,
0,1,2,2015,10,9,Groups,48.0,0,EStephens54@zoho.com,
1,4,51,2015,7,20,Corporate,152.0,0,APerez@att.com,
0,4,72,2015,7,22,Online,110.75,0,Jennifer.White@xfinity.com,
0,1,245,2015,9,25,Groups,80.0,1,Bryan_Estrada@att.com,
2,2,156,2015,7,31,Offline,100.8,0,Donald_Chandler@hotmail.com,
1,4,14,2015,8,17,Online,279.0,0,Tara_Mckenzie13@mail.com,
0,5,13,2015,8,18,Online,195.8,0,Tucker.Melissa@hotmail.com,
2,5,268,2015,9,27,Offline,42.5,0,Kendra.Young73@protonmail.com,
0,0,287,2015,10,15,Groups,0.0,0,Dr..I@gmail.com,
0,2,1,2015,11,5,Direct,48.0,0,BrianThomas@gmail.com,
2,5,13,2015,11,1,Offline,58.13,0,Eduardo_Wells@comcast.net,
0,1,23,2016,12,3,Direct,100.0,0,Jennifer_T@zoho.com,
2,0,82,2016,2,7,Groups,72.0,0,English_Henry37@comcast.net,
2,0,82,2016,2,7,Groups,66.0,1,Donna_Nunez@yandex.com,
0,2,0,2015,11,17,Direct,38.0,0,Robert_Johnson@gmail.com,
0,1,2,2015,11,18,Offline,31.0,0,Danielle_Villegas@mail.com,
0,2,0,2015,11,17,Direct,38.0,0,Joel.Graves33@comcast.net,
0,3,0,2016,2,25,Direct,32.0,0,Gray.Lisa93@hotmail.com,
2,1,8,2015,12,5,Groups,68.0,1,Yvonne_Cooper@outlook.com,
0,4,1,2015,12,1,Offline,28.0,0,DianeVega68@gmail.com,
0,1,1,2015,12,12,Online,79.0,0,Garcia_Cynthia@yahoo.com,
2,0,3,2015,12,27,Direct,71.0,0,Martinez_David56@xfinity.com,
0,1,0,2016,2,4,Online,39.0,0,Taylor.Brian@att.com,
0,1,2,2016,2,6,Direct,58.0,0,Dana.Ho83@protonmail.com,
2,2,6,2016,2,5,Direct,45.0,0,Jordan.E52@verizon.com,
2,5,26,2016,2,6,Online,53.71,0,AJames@outlook.com,
0,1,39,2016,2,13,Online,58.0,0,Kayla_Taylor@hotmail.com,
1,0,5,2016,2,14,Online,58.0,0,Sanchez_Heidi55@yandex.com,
0,1,0,2016,2,24,Direct,65.0,0,ADeleon@att.com,
1,1,0,2016,2,27,Online,46.4,0,MichelleMendoza@xfinity.com,
2,5,88,2016,2,24,Offline,27.43,0,Jacqueline_PhD@outlook.com,
1,5,30,2016,3,7,Groups,65.4,0,Mr..D55@hotmail.com,
2,3,56,2016,3,10,Online,66.0,0,Becker.Nicole39@verizon.com,
0,1,0,2016,3,15,Online,43.0,0,JGoodwin84@protonmail.com,
0,2,9,2016,3,25,Online,153.0,0,Joshua_J@mail.com,
2,2,79,2016,4,2,Offline,52.2,0,Jeffery.W@xfinity.com,
0,1,1,2016,5,4,Direct,63.0,0,Pineda_Kimberly@att.com,
2,3,72,2016,4,24,Direct,61.2,0,TimothyGibson@aol.com,
0,1,2,2016,4,30,Direct,80.0,0,JRoach@xfinity.com,
0,1,0,2016,5,3,Online,75.2,0,Kimberly_G@gmail.com,
1,2,13,2016,5,2,Online,96.0,0,Charles_M@outlook.com,
0,2,468,2016,5,12,Groups,67.0,0,LJohnson@zoho.com,
0,3,236,2016,5,12,Groups,48.0,0,Adams_Joshua@outlook.com,
2,3,105,2016,5,13,Online,75.0,0,Bond_Michael@yandex.com,
0,2,1,2016,5,18,Corporate,42.0,0,Jennifer_G@comcast.net,
1,3,25,2016,5,16,Direct,135.0,0,Taylor.Gonzalez@yandex.com,
2,5,129,2016,5,14,Offline,63.36,0,Todd.M@yahoo.com,
0,1,21,2016,6,2,Corporate,63.0,0,Caroline_B@gmail.com,
1,2,108,2016,6,6,Online,61.6,0,Alexander_H65@aol.com,
2,5,124,2016,6,21,Online,142.36,0,JOdonnell@comcast.net,
1,2,60,2016,7,8,Direct,209.1,0,Paul.Wright@outlook.com,
2,3,32,2016,7,7,Direct,212.0,0,Johnson_Jeffery@mail.com,
2,3,9,2016,7,15,Direct,199.0,0,Erik_Odonnell@hotmail.com,
1,3,38,2016,7,21,Online,271.0,0,Kerr_Zachary@yandex.com,
3,7,173,2016,7,25,Offline,100.8,0,April_White60@protonmail.com,
2,5,187,2016,7,30,Direct,173.79,0,Martin_Gross@att.com,
0,3,4,2016,8,4,Online,268.33,0,April_M63@verizon.com,
2,3,101,2016,8,18,Online,171.2,0,Hunter.P55@outlook.com,
1,2,6,2016,9,2,Online,162.0,0,CKelly@gmail.com,
2,5,10,2016,9,5,Direct,188.43,0,Barnes_Mary@aol.com,
2,5,211,2016,9,10,Online,109.63,0,APhillips@att.com,
0,3,336,2016,9,15,Groups,68.0,0,Michael_M27@comcast.net,
0,1,214,2016,9,17,Online,136.0,0,Bryan.J97@att.com,
0,1,0,2016,9,27,Direct,105.0,0,Joseph.L87@mail.com,
0,1,1,2016,10,19,Online,52.8,0,Robert.P@xfinity.com,
0,2,1,2016,10,26,Online,96.0,0,JamesAdkins@verizon.com,
1,0,17,2016,10,30,Groups,66.0,0,Benjamin_P@hotmail.com,
2,2,66,2016,11,6,Online,37.8,0,Bean_Maureen@xfinity.com,
2,5,24,2016,11,5,Direct,143.97,0,Edwin_Young@protonmail.com,
2,5,18,2016,11,13,Offline,38.68,0,JHarmon@verizon.com,
1,5,34,2016,11,21,Direct,74.88,0,KerriRose@att.com,
0,3,35,2016,12,8,Online,48.0,0,HBlake@outlook.com,
1,2,36,2016,12,23,Online,80.0,0,Lauren_Lee@hotmail.com,
2,2,59,2016,12,23,Online,109.0,0,Tammy_Brooks32@xfinity.com,
2,3,79,2016,12,24,Online,104.76,0,BRiley50@verizon.com,
2,4,219,2016,12,29,Online,54.9,0,Aaron.S@aol.com,
2,2,12,2015,7,18,Groups,62.0,1,Amber_A55@att.com,
2,5,132,2015,7,23,Groups,0.0,0,TSanchez@outlook.com,
0,2,34,2015,8,5,Groups,62.0,1,Jordan_Samuel@zoho.com,
0,1,0,2015,8,6,Online,81.0,0,KimberlyPerkins@mail.com,
2,1,124,2015,8,8,Offline,72.5,0,Lucas.Christine@outlook.com,
2,2,16,2015,8,8,Groups,62.0,0,Reyes.Bobby68@gmail.com,
1,4,0,2015,8,10,Direct,75.0,1,Dennis_Natasha47@protonmail.com,
0,2,39,2015,8,14,Offline,109.0,0,ShellyMorse@comcast.net,
0,4,7,2015,8,18,Direct,153.0,0,Miguel_M43@xfinity.com,
0,1,7,2015,8,20,Direct,67.5,0,Benjamin_G@yahoo.com,
2,5,15,2015,8,27,Online,85.29,1,Smith.Robin@verizon.com,
0,2,11,2015,8,28,Online,81.0,0,CrystalGreen@yahoo.com,
1,0,2,2015,8,30,Groups,65.0,1,Daniel.Williams@aol.com,
2,1,104,2015,8,30,Groups,90.0,1,Amanda.A@xfinity.com,
2,2,3,2015,9,5,Groups,0.0,1,KirstenLarson@protonmail.com,
0,2,87,2015,9,11,Groups,100.0,1,WHicks45@verizon.com,
0,2,74,2015,9,18,Offline,109.0,0,Riley_Debra@outlook.com,
2,2,88,2015,9,26,Groups,170.0,1,CarlyUnderwood@comcast.net,
0,1,92,2015,9,30,Groups,170.0,1,DJacobson@comcast.net,
0,2,164,2015,10,2,Offline,100.0,0,Daniel_H@aol.com,
1,3,97,2015,10,5,Groups,140.0,1,MichellePace@protonmail.com,
0,4,41,2015,10,14,Online,78.54,0,Kenneth_R74@aol.com,
0,2,102,2015,10,16,Offline,80.0,1,Charles_Isabel@aol.com,
1,2,91,2015,10,19,Online,89.25,0,Guerrero.Mckenzie@protonmail.com,
2,1,69,2015,10,25,Groups,85.67,0,Kristin_Greene@hotmail.com,
1,3,65,2015,10,29,Online,93.08,0,Kelly.C@gmail.com,
0,0,0,2015,11,14,Online,0.0,0,Graham.Terry@zoho.com,
1,2,98,2015,11,23,Groups,84.0,1,ILong@yahoo.com,
2,2,134,2015,12,4,Offline,65.0,1,Nelson_Lance@yandex.com,
2,1,135,2015,12,5,Groups,60.0,0,Kristin_T@mail.com,
1,4,148,2015,12,30,Offline,67.0,1,CraigPruitt@aol.com,
2,1,1,2016,1,2,Online,71.84,0,DCook@yahoo.com,
2,3,2,2016,1,2,Online,88.0,0,Heidi.M@att.com,
0,1,11,2016,1,22,Online,68.5,1,Thomas_Osborn@mail.com,
0,2,46,2016,1,22,Online,80.3,0,Oliver.Justin@zoho.com,
0,2,19,2016,1,26,Online,78.6,0,Kimberly.Johnson91@protonmail.com,
2,2,47,2016,1,31,Online,58.94,0,Williams.Christopher46@mail.com,
1,3,50,2016,2,11,Online,51.09,0,KRoth84@yahoo.com,
0,2,45,2016,2,19,Online,72.9,1,Mason.K79@outlook.com,
2,0,6,2016,3,13,Online,103.0,1,Nicolas_G@yahoo.com,
0,4,49,2016,3,30,Online,130.9,1,Billy.Lyons@att.com,
2,0,88,2016,4,3,Online,85.5,1,Angel_G@outlook.com,
0,1,105,2016,4,6,Offline,75.0,1,Torres.Lisa@gmail.com,
0,2,99,2016,4,13,Online,96.3,1,Lucas_Daniel@yahoo.com,
0,2,281,2016,4,14,Groups,62.0,1,KevinWilliams@aol.com,
0,2,288,2016,4,21,Groups,62.0,1,Bradley.M27@verizon.com,
0,4,100,2016,4,26,Online,82.88,1,Amy_Jackson59@outlook.com,
0,1,21,2016,4,28,Offline,95.0,1,DeniseLopez@gmail.com,
0,2,295,2016,4,28,Groups,62.0,1,Anne.Dixon36@att.com,
1,2,150,2016,5,6,Online,114.3,0,AmandaSellers@zoho.com,
2,1,125,2016,5,7,Online,114.3,0,Samantha.W@xfinity.com,
0,2,8,2016,5,10,Online,108.57,1,Webb.Luke@xfinity.com,
0,4,286,2016,5,11,Groups,99.0,0,Jennifer.Robinson40@xfinity.com,
1,2,309,2016,5,13,Offline,65.0,0,DavidRodriguez@yandex.com,
0,2,316,2016,5,19,Groups,62.0,1,Margaret.F@att.com,
0,2,211,2016,5,20,Offline,100.0,1,LErickson@aol.com,
1,1,65,2016,5,23,Direct,85.0,1,Paul_Wilkerson@verizon.com,
0,2,158,2016,5,24,Groups,130.0,1,Brian.Woods@comcast.net,
1,1,247,2016,6,6,Offline,109.0,1,Erica.Middleton69@protonmail.com,
0,3,213,2016,6,7,Offline,130.0,1,MCollins@hotmail.com,
2,4,69,2016,6,12,Offline,120.0,1,James.A@mail.com,
2,0,13,2016,6,12,Online,115.0,1,ANunez12@yahoo.com,
0,2,188,2016,6,15,Offline,130.0,1,Phillips_Michael@xfinity.com,
0,2,245,2016,6,17,Offline,75.0,1,Delgado_Jessica@protonmail.com,
1,2,290,2016,6,17,Offline,72.0,1,Gonzalez.Billy@att.com,
0,1,40,2016,6,21,Online,76.92,1,VictorSullivan@aol.com,
0,2,172,2016,6,24,Offline,95.0,1,ReginaBailey@aol.com,
1,2,273,2016,6,24,Online,94.5,1,Kelly.Victor@zoho.com,
1,2,35,2016,6,27,Online,129.87,1,Christopher.Harris@protonmail.com,
0,2,365,2016,7,7,Groups,62.0,1,Mr._Brooks40@zoho.com,
2,1,194,2016,7,9,Online,86.63,1,Daniel_Walker85@comcast.net,
2,5,155,2016,7,17,Online,101.88,1,Travis_J78@protonmail.com,
2,3,205,2016,7,22,Online,90.95,1,Paul.D@xfinity.com,
2,6,101,2016,8,3,Online,107.1,1,Scott_H@mail.com,
0,2,391,2016,8,4,Groups,62.0,1,JFletcher49@yandex.com,
1,5,141,2016,8,15,Online,124.8,1,MatthewMiller@gmail.com,
0,2,412,2016,8,25,Groups,62.0,1,Shawn_H69@gmail.com,
2,1,53,2016,8,27,Offline,77.04,1,Mark_S@protonmail.com,
2,4,228,2016,8,27,Online,90.95,1,Carol_Ferguson@att.com,
1,2,139,2016,8,29,Direct,85.5,1,Scott_Tate@xfinity.com,
0,2,26,2016,8,30,Online,122.0,1,Amber.Potter@mail.com,
0,2,178,2016,9,9,Groups,135.0,1,Daniel_R@aol.com,
0,4,235,2016,9,13,Online,103.06,1,Christine.F@outlook.com,
0,2,433,2016,9,15,Groups,62.0,1,TGeorge@mail.com,
0,1,1,2016,9,24,Online,180.0,1,Johnson.Jon22@yandex.com,
1,2,418,2016,9,26,Offline,107.0,0,GReilly@yandex.com,
1,2,267,2016,9,30,Offline,95.0,1,Bailey_Brittany@aol.com,
0,2,454,2016,10,6,Groups,62.0,1,LDean98@verizon.com,
0,3,37,2016,10,13,Offline,95.0,1,Ashley_D@yandex.com,
0,3,37,2016,10,13,Offline,95.0,1,Jeffrey_R83@yandex.com,
1,2,605,2016,10,17,Groups,60.0,1,Janet.B65@xfinity.com,
1,4,56,2016,10,17,Online,139.5,1,Alexander_Jordan@xfinity.com,
0,3,174,2016,10,20,Direct,50.0,1,Lisa.C@verizon.com,
0,1,60,2016,10,27,Online,80.1,1,Daniel_Blair89@protonmail.com,
0,2,32,2016,10,28,Online,144.0,1,Erik_Bentley@xfinity.com,
1,2,189,2016,10,28,Online,109.8,1,JGraves@aol.com,
2,0,86,2016,10,30,Online,61.68,1,Rivera_Gabriel@verizon.com,
0,4,133,2016,11,2,Online,90.0,1,Linda.S@yandex.com,
1,2,305,2016,11,4,Offline,89.0,1,David.D@aol.com,
0,1,11,2016,11,5,Online,130.0,1,Michelle.T@gmail.com,
0,1,11,2016,11,5,Online,130.0,1,Chad_Davis@yandex.com,
1,2,277,2016,11,7,Groups,100.0,1,Frederick.Alyssa@comcast.net,
1,2,277,2016,11,7,Groups,100.0,1,Richard_V88@protonmail.com,
1,2,82,2016,11,7,Online,133.98,1,Henry_Rivera@gmail.com,
1,2,47,2016,11,11,Online,79.2,1,Misty_Clark57@outlook.com,
0,3,29,2016,11,16,Offline,67.5,1,Edward.Y@att.com,
0,2,496,2016,11,17,Groups,62.8,1,Gomez.Jason@comcast.net,
2,5,6,2016,11,17,Online,78.69,1,Michelle.Ferrell26@hotmail.com,
2,0,84,2016,11,20,Online,71.28,1,Zachary_R44@yahoo.com,
0,1,33,2016,11,26,Online,104.0,1,Diaz.Shawn@yandex.com,
1,0,21,2016,11,28,Online,88.0,1,Jean_Boyd@xfinity.com,
2,2,40,2016,12,4,Online,130.9,1,Angela.S@yahoo.com,
0,3,45,2016,12,8,Online,86.4,1,Carl.K12@yandex.com,
0,2,524,2016,12,15,Groups,62.8,1,Benjamin.Lopez@yahoo.com,
0,2,524,2016,12,15,Groups,62.8,1,Bethany.S28@outlook.com,
1,4,36,2016,12,21,Online,88.4,1,SharonMerritt@hotmail.com,
2,1,18,2016,12,24,Offline,80.0,1,Andrew_C@att.com,
0,2,314,2015,8,27,Groups,62.8,1,Harrington.Shawn@yandex.com,
0,2,300,2015,8,13,Groups,62.0,1,Joseph.Herrera@hotmail.com,
0,2,300,2015,8,13,Groups,62.0,1,EmilyRoberts@protonmail.com,
1,1,360,2015,10,12,Groups,62.0,1,JLynch@verizon.com,
2,3,329,2015,9,11,Offline,90.0,1,Cooper.Annette@mail.com,
2,2,260,2015,7,4,Groups,62.0,1,Christine_Garcia@protonmail.com,
0,2,313,2015,8,26,Groups,62.0,1,StephanieCruz@yahoo.com,
0,2,313,2015,8,26,Groups,62.0,1,Kyle_Morrison@xfinity.com,
0,2,257,2015,7,1,Offline,101.5,0,Toni_S51@verizon.com,
2,2,302,2015,8,15,Groups,62.0,1,Ball.Daniel@yahoo.com,
2,2,302,2015,8,15,Groups,60.0,1,Tara.D87@mail.com,
2,2,351,2015,10,3,Groups,62.0,1,MGreen@comcast.net,
0,2,301,2015,8,14,Offline,101.5,1,CheyenneAnderson34@xfinity.com,
0,2,364,2015,10,16,Offline,101.5,1,Cook.Victoria@att.com,
0,1,109,2015,7,3,Online,123.0,0,David_M@aol.com,
2,4,54,2015,7,26,Online,95.02,1,JLittle@zoho.com,
2,8,110,2015,7,28,Offline,90.95,0,Aguilar_Brent@mail.com,
0,1,24,2015,8,1,Online,233.0,1,AHill@yandex.com,
0,1,0,2015,8,4,Direct,172.0,0,Kelly.Garrett11@protonmail.com,
1,0,0,2015,8,9,Direct,195.0,0,Jose.Bradley@zoho.com,
2,2,23,2015,8,23,Online,211.0,1,Henson.Timothy13@hotmail.com,
0,2,47,2015,9,1,Online,98.0,1,Brett_B@zoho.com,
1,1,15,2015,9,5,Online,163.0,1,Nicole_S13@att.com,
2,5,34,2015,9,17,Direct,90.43,0,Patricia.V@protonmail.com,
2,5,110,2015,9,19,Online,65.1,0,Colleen.Schmidt77@yandex.com,
2,6,49,2015,10,2,Online,67.25,0,BrianRamos@att.com,
2,0,6,2015,10,11,Online,82.0,0,Darryl_Phillips@hotmail.com,
0,1,155,2015,10,31,Groups,36.0,1,Saunders.Jessica@yahoo.com,
4,6,96,2015,11,7,Online,54.88,0,DorisRay@att.com,
0,3,57,2015,11,26,Online,36.0,0,JesusFrancis20@protonmail.com,
1,2,14,2016,1,25,Direct,61.0,1,SarahVelazquez@yandex.com,
0,4,97,2016,2,3,Offline,50.54,0,Wallace_Kayla@verizon.com,
0,2,103,2016,2,9,Groups,50.0,1,Christine_Boone@protonmail.com,
0,2,112,2016,2,12,Groups,68.0,1,Davis_William@zoho.com,
2,6,44,2016,2,17,Online,48.0,1,Maria_Q@verizon.com,
0,2,70,2016,3,24,Online,73.0,1,Paul_Mckay22@att.com,
1,3,169,2016,3,31,Groups,46.0,1,Turner_Cheryl@aol.com,
2,5,212,2016,4,11,Groups,76.05,1,Weber.Daniel@hotmail.com,
1,3,236,2016,5,12,Groups,48.0,1,Katrina.George24@yandex.com,
1,0,9,2016,5,15,Groups,70.0,1,ABurgess@mail.com,
0,4,151,2016,5,17,Groups,46.0,1,Robert.Kennedy52@yahoo.com,
2,4,82,2016,5,21,Online,62.83,1,Christopher.Huff@yahoo.com,
0,4,222,2016,5,24,Online,52.98,0,Steven.W@gmail.com,
2,3,225,2016,5,26,Groups,6.0,0,Ramirez.James@zoho.com,
0,1,12,2016,6,7,Online,109.0,1,ThomasAnderson@gmail.com,
2,2,277,2016,6,12,Groups,110.0,1,Christopher_E58@yahoo.com,
2,2,277,2016,6,12,Groups,110.0,1,Robin.Lowe30@comcast.net,
0,3,247,2016,6,22,Groups,76.0,0,AllisonJones@mail.com,
0,1,3,2016,6,25,Online,129.0,1,JuliaLopez@hotmail.com,
2,5,305,2016,7,15,Online,145.71,1,Wilson_Pamela@outlook.com,
1,0,1,2016,8,7,Online,165.55,1,Amy.Burgess35@att.com,
2,6,169,2016,8,13,Offline,141.6,1,FeliciaHampton@yahoo.com,
1,2,121,2016,9,2,Online,199.0,1,James.I@comcast.net,
4,10,311,2016,9,8,Offline,85.11,1,MichaelThomas@aol.com,
0,4,343,2016,9,21,Corporate,92.0,0,Rebecca_Wilson@outlook.com,
1,2,20,2016,9,26,Online,124.0,1,Shannon_Jackson@zoho.com,
0,4,180,2016,10,5,Online,79.0,1,John_Villa@zoho.com,
2,2,17,2016,10,22,Online,85.0,1,Christine_C@verizon.com,
2,5,126,2016,10,29,Online,41.29,1,Susan.W85@outlook.com,
0,3,244,2015,9,3,Offline,36.0,1,Kennedy.Kelsey67@aol.com,
0,1,0,2015,7,15,Direct,154.0,0,NathanTucker@protonmail.com,
2,5,244,2015,9,2,Groups,8.0,1,Cody.S56@zoho.com,
2,5,146,2015,8,3,Offline,120.38,0,Davis.Amy@mail.com,
2,3,69,2015,8,23,Online,120.6,0,Morton_David@zoho.com,
1,2,247,2015,10,9,Groups,81.0,1,LLarson@aol.com,
0,2,25,2015,9,4,Online,146.0,0,Diane.P@mail.com,
0,2,89,2015,9,8,Online,137.0,0,Michael_L@verizon.com,
0,3,69,2015,9,10,Offline,97.5,0,Johnson.Aaron@verizon.com,
0,1,1,2015,9,16,Online,66.6,0,SCole46@protonmail.com,
1,3,262,2015,9,21,Groups,89.2,0,Brian_J@mail.com,
1,0,18,2015,10,12,Offline,37.0,0,Ellison.Maria26@comcast.net,
0,1,0,2015,10,14,Corporate,54.0,0,Charles.Medina76@yandex.com,
2,4,48,2015,10,18,Offline,40.8,0,Dan.Sloan@att.com,
0,2,79,2015,10,29,Online,46.5,0,Alice_S@mail.com,
0,1,8,2015,10,30,Online,48.0,0,Brandon.H@yandex.com,
1,1,0,2015,11,9,Direct,53.0,0,Katherine.F@gmail.com,
2,4,65,2015,11,8,Online,53.0,0,Jeffery_M49@verizon.com,
0,1,0,2016,3,11,Online,70.0,0,NathanielWilliams75@xfinity.com,
0,1,1,2016,1,12,Offline,31.0,0,Frederick_Anna@verizon.com,
0,1,1,2015,11,19,Corporate,35.0,0,CrystalRyan@yandex.com,
0,1,0,2015,11,24,Direct,43.0,0,Kelly.R@outlook.com,
0,2,0,2016,11,25,Online,63.0,0,Brianna_M@hotmail.com,
1,0,0,2016,1,10,Direct,44.0,0,JillianMD@hotmail.com,
0,1,1,2016,1,14,Offline,25.0,0,Tammy.Cross96@comcast.net,
0,1,25,2016,1,20,Offline,25.0,0,Amanda_P@aol.com,
0,1,11,2016,1,22,Direct,71.0,0,Michael.H@yandex.com,
1,0,2,2016,1,25,Direct,48.0,0,Durham.Amanda48@att.com,
1,1,4,2016,2,6,Direct,58.0,0,Tammy.M@att.com,
0,0,2,2016,2,13,Online,0.0,0,Martinez_Erika@outlook.com,
0,1,2,2016,2,13,Online,65.0,0,Nicholas_Porter@protonmail.com,
1,0,16,2016,2,14,Direct,117.5,0,Roy.C85@att.com,
0,1,1,2016,2,24,Offline,25.0,0,AlexisSmith@protonmail.com,
0,5,41,2016,3,1,Groups,68.0,0,Floyd_Kelly@yahoo.com,
2,3,3,2016,3,4,Offline,35.0,0,Hicks.Kelly57@aol.com,
4,10,43,2016,2,25,Online,44.04,0,AnthonyWhite@verizon.com,
1,5,30,2016,3,7,Groups,65.4,0,Lisa.Jones@outlook.com,
2,5,23,2016,3,17,Offline,48.0,0,James_Crosby@yandex.com,
1,3,13,2016,3,21,Online,73.18,0,Nicholas_B@protonmail.com,
1,2,39,2016,3,25,Online,110.33,0,ChloeWatson@aol.com,
0,0,2,2016,4,1,Direct,0.0,0,Margaret.Anderson@comcast.net,
1,3,12,2016,4,14,Online,54.86,0,Hernandez.Samuel@yandex.com,
0,1,0,2016,4,27,Online,65.0,0,ThomasAllen@outlook.com,
2,5,47,2016,4,25,Direct,73.5,0,Dr._C82@comcast.net,
0,1,1,2016,5,4,Online,70.0,0,KHill@hotmail.com,
2,0,18,2016,5,8,Corporate,42.0,0,Meyer.Evan@verizon.com,
2,5,53,2016,5,7,Online,54.56,0,Lamb.Cory@zoho.com,
4,8,127,2016,6,10,Offline,136.8,0,Melvin.B@gmail.com,
2,5,104,2016,6,23,Offline,83.85,0,Johnson_Stephanie@zoho.com,
0,2,8,2016,7,5,Online,219.0,0,John_B@comcast.net,
2,3,128,2016,7,7,Online,169.95,0,JenniferOlson@aol.com,
4,10,230,2016,7,11,Online,130.82,0,Burgess_Lisa@outlook.com,
0,1,4,2016,7,26,Corporate,118.0,0,CurtisCross@xfinity.com,
2,4,172,2016,7,24,Offline,126.8,0,Daniel.Alvarez@mail.com,
2,5,17,2016,7,24,Online,209.0,0,Charles_Jeffrey73@att.com,
2,5,119,2016,8,6,Offline,155.71,0,Gill_Loretta73@yahoo.com,
2,5,24,2016,8,25,Offline,82.0,0,Robert_Chandler@mail.com,
2,5,159,2016,8,27,Offline,77.6,0,Blake.Price27@gmail.com,
2,5,157,2016,8,27,Offline,89.91,0,EricCarter@outlook.com,
4,10,231,2016,8,31,Offline,99.32,0,Jeffrey_Douglas@xfinity.com,
0,2,10,2016,9,13,Online,121.0,0,Tammy_Meadows65@verizon.com,
2,3,13,2016,9,24,Online,185.0,0,Walker_Alicia@yahoo.com,
2,5,146,2016,9,24,Direct,156.0,0,AKirby72@hotmail.com,
2,2,8,2016,9,30,Online,121.0,0,EvanCarson@outlook.com,
1,2,39,2016,10,3,Online,72.42,0,Janet_Ibarra46@protonmail.com,
3,7,245,2016,9,26,Groups,82.0,0,Greer_John@protonmail.com,
0,3,383,2016,10,6,Groups,48.0,0,Christopher.Parker@verizon.com,
2,2,219,2016,10,16,Groups,81.0,0,JChapman@yandex.com,
2,5,166,2016,10,20,Online,52.71,0,Steven.C@yahoo.com,
1,3,4,2016,10,24,Offline,39.0,0,Micheal.S@mail.com,
1,0,60,2016,12,26,Online,43.65,0,Julie_Charles@att.com,
0,1,9,2016,11,4,Corporate,33.0,0,Todd.Jerry81@xfinity.com,
0,1,30,2016,11,4,Online,51.84,0,Leah.Castro@mail.com,
2,5,36,2016,10,29,Online,46.69,0,ASmith@comcast.net,
0,3,35,2016,11,10,Online,37.8,0,Timothy.R@hotmail.com,
0,2,6,2016,11,23,Corporate,27.0,0,Andrew_Price@comcast.net,
0,3,35,2016,12,8,Online,43.0,0,Jordan.Carr38@hotmail.com,
2,1,0,2016,12,18,Direct,50.0,0,Edward.Jacobs@mail.com,
0,0,62,2016,12,29,Direct,0.0,0,Maria_F42@hotmail.com,
0,2,3,2016,12,27,Direct,63.0,0,RichardWillis@zoho.com,
1,2,196,2016,12,30,Groups,100.25,0,Nathan_S@aol.com,
0,5,120,2015,7,14,Online,76.5,1,Richard_Crawford@mail.com,
4,11,130,2015,7,31,Online,68.0,1,Thompson.Lisa@protonmail.com,
2,1,117,2015,8,1,Offline,94.5,1,WWilliams@protonmail.com,
1,0,0,2015,8,3,Complementary,0.0,0,Lyons.John@hotmail.com,
0,1,0,2015,8,6,Online,90.0,0,TSmith@hotmail.com,
1,0,2,2015,8,9,Direct,67.5,0,Rebecca.B95@outlook.com,
0,4,0,2015,8,12,Online,76.5,0,Jorge_Li@protonmail.com,
0,2,39,2015,8,14,Offline,101.5,1,Edwin_Harris@yandex.com,
0,2,39,2015,8,14,Offline,101.5,1,Bruce.Trevor50@outlook.com,
2,2,40,2015,8,15,Groups,62.0,1,Elizabeth_C@att.com,
1,1,46,2015,8,17,Groups,62.0,0,Young.Christina@zoho.com,
0,4,50,2015,8,25,Groups,62.0,1,Adam.W@xfinity.com,
