hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_day,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email
Resort Hotel,0,238,2016,9,39,19,1,4,Online,PRT,110.0,Sherry_O@verizon.com
Resort Hotel,0,0,2016,9,40,26,1,0,Direct,BEL,116.0,Melissa.Boyer61@xfinity.com
Resort Hotel,0,43,2016,9,40,27,2,5,Offline,GBR,83.0,Justin.Andrews@aol.com
Resort Hotel,0,19,2016,10,40,1,2,2,Online,POL,99.0,MarcJr.45@gmail.com
Resort Hotel,0,50,2016,10,41,2,2,2,Offline,CN,46.0,DSmith@mail.com
Resort Hotel,0,63,2016,10,41,2,2,2,Direct,GBR,100.1,Emily_Z@yandex.com
Resort Hotel,0,27,2016,10,42,10,1,0,Online,ESP,58.0,BobbySalazar@outlook.com
Resort Hotel,0,231,2016,10,41,8,2,5,Groups,GBR,0.0,Kennedy_Jessica@comcast.net
Resort Hotel,0,337,2016,10,42,9,2,5,Groups,GBR,66.28,Robert.Coleman@yandex.com
Resort Hotel,0,1,2016,10,45,30,1,0,Online,BRA,60.0,Wong.Sherry@xfinity.com
Resort Hotel,0,0,2016,11,45,1,0,1,Direct,PRT,55.0,Michael_M@comcast.net
Resort Hotel,0,35,2016,11,46,10,0,3,Online,PRT,37.8,Brett.H@att.com
Resort Hotel,0,39,2016,11,46,6,2,5,Offline,GBR,61.58,Elizabeth.Franco@verizon.com
Resort Hotel,0,202,2016,11,46,12,2,2,Online,GBR,37.8,DennisJr.@comcast.net
Resort Hotel,0,11,2016,11,47,17,0,1,Online,PRT,43.0,Chelsea_N@aol.com
Resort Hotel,0,17,2016,12,50,8,0,3,Online,PRT,65.0,Justin_P@hotmail.com
Resort Hotel,0,51,2016,12,53,26,1,2,Online,PRT,70.33,Danielle_Perez@hotmail.com
Resort Hotel,0,39,2016,12,53,26,1,3,Online,CN,57.75,Johnson.Christopher@gmail.com
Resort Hotel,0,13,2016,12,53,31,2,3,Online,GBR,61.6,Joanna.Mercer@protonmail.com
Resort Hotel,0,140,2016,12,52,22,2,8,Offline,GBR,59.6,Roberts_Mark@att.com
Resort Hotel,0,31,2016,12,53,30,0,2,Groups,PRT,340.0,Sarah.L@gmail.com
Resort Hotel,0,73,2016,12,53,30,1,2,Direct,PRT,176.0,Hughes_Heather46@yandex.com
City Hotel,0,43,2015,7,27,3,0,2,Groups,PRT,86.0,Reynolds_Chase81@hotmail.com
City Hotel,1,22,2015,7,30,22,0,2,Groups,PRT,62.0,Kristopher.Dickson@yahoo.com
City Hotel,0,75,2015,7,31,28,0,3,Online,ROU,91.38,Morse.Alexander@comcast.net
City Hotel,0,117,2015,8,31,1,2,1,Offline,ITA,94.5,TCastillo@protonmail.com
City Hotel,0,5,2015,8,33,12,0,1,Offline,DEU,75.0,Garcia_Rachel@outlook.com
City Hotel,0,0,2015,8,33,13,0,2,Online,PRT,85.0,Denise_Curtis@aol.com
City Hotel,0,6,2015,8,34,16,2,1,Direct,ESP,90.0,Johnson.Latoya@comcast.net
City Hotel,0,1,2015,8,35,23,2,0,Online,FRA,98.0,Ricky.B93@zoho.com
City Hotel,0,13,2015,8,35,27,0,1,Online,FRA,153.0,Bridges.Kimberly@protonmail.com
City Hotel,1,21,2015,8,36,31,1,3,Online,PRT,91.25,Jennifer_Vasquez@protonmail.com
City Hotel,1,65,2015,9,36,5,1,1,Groups,PRT,62.0,Adams.Jennifer@xfinity.com
City Hotel,0,30,2015,9,36,5,2,2,Online,FRA,94.5,Rodriguez_Olivia86@yahoo.com
City Hotel,1,61,2015,9,36,5,2,2,Groups,PRT,62.0,Suzanne.M@xfinity.com
City Hotel,0,15,2015,9,37,9,0,2,Online,FRA,105.0,Ferguson.Janet@aol.com
City Hotel,0,69,2015,9,37,9,0,2,Groups,PRT,62.0,Billy.K88@mail.com
City Hotel,0,0,2015,9,37,11,0,2,Groups,FRA,0.0,Todd.G49@zoho.com
City Hotel,1,168,2015,9,37,11,0,2,Groups,PRT,60.0,Hannah.H26@xfinity.com
City Hotel,0,56,2015,9,38,17,0,2,Offline,FRA,82.0,Melanie.Krause@outlook.com
City Hotel,1,28,2015,10,41,5,1,1,Offline,PRT,70.0,Richardson.Austin@aol.com
City Hotel,1,97,2015,10,41,5,1,3,Groups,PRT,140.0,AHenderson13@comcast.net
City Hotel,0,210,2015,10,41,8,1,3,Offline,FRA,72.75,Lisa_Silva@zoho.com
City Hotel,0,60,2015,10,42,12,1,3,Offline,PRT,65.0,MariaLucero@outlook.com
City Hotel,0,69,2015,10,44,25,2,1,Groups,PRT,85.67,Justin.Miller@outlook.com
City Hotel,0,69,2015,10,44,25,2,1,Groups,PRT,85.67,Kelsey.Weiss@att.com
City Hotel,0,72,2015,10,44,28,0,3,Groups,ISR,85.67,Andrea_Ellison@comcast.net
City Hotel,0,59,2015,10,44,29,0,2,Offline,PRT,85.0,James.Houston@comcast.net
City Hotel,0,98,2015,11,48,23,1,3,Groups,DZA,70.0,Melissa_Bentley@gmail.com
City Hotel,1,208,2015,12,49,1,0,3,Online,PRT,72.25,MD_Charles@gmail.com
City Hotel,1,134,2015,12,49,4,2,2,Offline,PRT,65.0,Allison.M@xfinity.com
City Hotel,0,135,2015,12,49,5,2,1,Groups,PRT,62.0,SByrd@protonmail.com
City Hotel,1,106,2015,12,50,9,0,2,Groups,PRT,75.0,Ross.Alison36@gmail.com
City Hotel,0,7,2015,12,51,18,1,2,Direct,GBR,170.0,Jones_Sara68@zoho.com
City Hotel,0,28,2016,1,2,4,1,3,Offline,ESP,87.0,TMurray98@yandex.com
City Hotel,0,0,2016,1,2,5,0,1,Online,ITA,82.0,Christopher_Brown@gmail.com
City Hotel,1,2,2016,1,3,16,0,1,Complementary,PRT,0.0,ShannonSummers59@zoho.com
City Hotel,1,0,2016,2,6,5,0,1,Direct,PRT,12.0,Cindy.B68@mail.com
City Hotel,1,44,2016,2,8,17,0,3,Offline,PRT,75.0,MD_Sarah87@yahoo.com
City Hotel,1,52,2016,2,9,26,0,2,Online,ESP,78.3,Ian_W@outlook.com
City Hotel,1,116,2016,2,10,28,2,1,Offline,PRT,70.0,WShepard@yahoo.com
City Hotel,1,30,2016,3,11,10,0,3,Online,ESP,98.1,Robert.Carlson@yahoo.com
City Hotel,1,5,2016,3,12,19,2,1,Groups,PRT,90.0,Marc.M@zoho.com
City Hotel,1,31,2016,3,13,23,0,1,Online,ESP,126.9,David_Levine28@mail.com
City Hotel,1,80,2016,3,13,25,1,2,Online,GBR,85.5,Julie.B@gmail.com
City Hotel,1,161,2016,3,13,25,1,2,Offline,PRT,130.0,JamesGibson@xfinity.com
City Hotel,1,123,2016,3,14,30,0,3,Online,PRT,89.92,AllenVilla82@hotmail.com
City Hotel,1,29,2016,3,14,30,0,3,Direct,IRN,140.0,KBoyer16@xfinity.com
City Hotel,1,267,2016,3,14,31,0,2,Groups,PRT,62.0,LHarris@outlook.com
City Hotel,1,104,2016,4,15,5,0,2,Groups,PRT,96.0,Kenneth.Cruz26@zoho.com
City Hotel,1,274,2016,4,15,7,0,2,Groups,PRT,62.0,Alyssa.C@comcast.net
City Hotel,1,81,2016,4,15,8,2,3,Online,GBR,90.95,Jonathan.G@protonmail.com
City Hotel,1,142,2016,4,17,22,2,3,Groups,POL,103.0,Randall.P15@zoho.com
City Hotel,1,69,2016,4,18,27,0,2,Online,PRT,105.3,SVelazquez@zoho.com
City Hotel,1,443,2016,4,18,29,0,1,Offline,PRT,65.0,Blevins_Casey69@zoho.com
City Hotel,1,114,2016,4,18,30,2,5,Online,FRA,106.74,LJennings@gmail.com
City Hotel,1,437,2016,5,19,2,1,2,Groups,PRT,60.0,Amber.Knight17@xfinity.com
City Hotel,1,302,2016,5,19,5,0,2,Groups,PRT,62.0,WhitneyAnderson@verizon.com
City Hotel,1,190,2016,5,19,5,0,3,Direct,PRT,95.4,EricDudley@mail.com
City Hotel,0,148,2016,5,19,5,0,3,Online,DEU,99.9,Edwin_J@verizon.com
City Hotel,1,259,2016,5,19,5,0,3,Offline,PRT,90.0,AReed30@outlook.com
City Hotel,1,14,2016,5,20,8,2,3,Online,TUR,159.0,Shannon.D18@yandex.com
City Hotel,1,6,2016,5,20,10,0,4,Online,BRA,129.0,Evans_Laurie@hotmail.com
City Hotel,1,316,2016,5,21,19,0,2,Groups,PRT,62.0,PVaughn@yandex.com
City Hotel,1,22,2016,5,21,20,0,2,Offline,PRT,140.0,Moses_Julia@outlook.com
City Hotel,1,59,2016,5,21,21,2,3,Online,BRA,116.1,Marvin.Tucker@mail.com
City Hotel,1,323,2016,5,22,26,0,1,Groups,PRT,59.0,JReynolds@hotmail.com
City Hotel,0,316,2016,5,22,26,0,3,Groups,PRT,110.0,Sandra.Green@verizon.com
City Hotel,1,37,2016,5,22,27,0,1,Online,PRT,140.4,Hayley.Wilson@mail.com
City Hotel,1,113,2016,5,23,31,0,3,Corporate,PRT,100.0,Garcia.Samuel@att.com
City Hotel,1,113,2016,5,23,31,0,3,Corporate,PRT,100.0,RebeccaEvans@yahoo.com
City Hotel,1,129,2016,6,23,2,0,3,Online,ESP,126.9,ALucero64@att.com
City Hotel,1,54,2016,6,23,4,0,1,Online,KOR,159.3,Vanessa_B@outlook.com
City Hotel,1,163,2016,6,24,5,2,2,Offline,PRT,100.0,Tabitha.DDS70@hotmail.com
City Hotel,1,213,2016,6,24,7,0,3,Offline,PRT,130.0,Brittany_V71@hotmail.com
City Hotel,1,28,2016,6,25,13,1,1,Online,BRA,94.35,TimothyPalmer@aol.com
City Hotel,1,153,2016,6,26,20,1,2,Online,CN,113.1,SJones@comcast.net
City Hotel,1,193,2016,6,26,20,1,2,Offline,PRT,120.0,JBall65@comcast.net
City Hotel,1,351,2016,6,26,23,0,2,Groups,PRT,62.0,KCross@xfinity.com
City Hotel,1,71,2016,6,27,30,0,1,Online,ESP,112.5,Sarah_Gutierrez@xfinity.com
City Hotel,1,358,2016,6,27,30,0,2,Groups,PRT,62.0,CMccall41@aol.com
City Hotel,1,74,2016,7,28,9,0,1,Online,ISR,127.8,Rodney.L@yandex.com
City Hotel,1,391,2016,7,31,27,0,2,Groups,PRT,65.0,Elizabeth.M@yahoo.com
City Hotel,1,134,2016,8,32,1,2,5,Online,GRC,132.48,Gray_Michael41@outlook.com
City Hotel,1,391,2016,8,32,4,0,2,Groups,PRT,62.0,ESullivan@comcast.net
City Hotel,1,142,2016,8,32,5,1,2,Online,MAR,243.6,MSmith@yandex.com
City Hotel,1,120,2016,8,33,8,1,3,Online,FRA,127.8,BruceFrazier@yandex.com
City Hotel,1,111,2016,8,33,8,1,3,Online,DNK,146.7,AWilson44@zoho.com
City Hotel,1,137,2016,8,33,8,1,3,Online,ESP,198.0,Rivera.Heather@zoho.com
City Hotel,1,173,2016,8,33,13,2,1,Online,ESP,94.5,Jon.E37@outlook.com
City Hotel,1,138,2016,8,33,13,2,4,Online,BRA,145.2,Joseph.V@yahoo.com
City Hotel,1,47,2016,8,34,20,2,3,Online,FRA,135.9,Melissa_Mitchell@aol.com
City Hotel,1,420,2016,9,36,3,2,2,Groups,PRT,75.0,Shannon_Hensley@yahoo.com
City Hotel,1,243,2016,9,37,9,1,2,Online,DEU,104.4,Carolyn_Mason@hotmail.com
City Hotel,1,187,2016,9,39,22,1,3,Online,GBR,119.85,Perez_Vanessa@protonmail.com
City Hotel,1,20,2016,9,40,26,3,10,Direct,AGO,193.92,Javier_H@aol.com
City Hotel,1,44,2016,9,40,27,0,2,Online,EGY,149.4,Frederick.L@protonmail.com
City Hotel,1,179,2016,9,40,30,2,2,Online,GBR,126.9,Cynthia_Gomez@mail.com
City Hotel,1,219,2016,10,41,3,1,3,Online,MKD,102.85,Short.Laura@gmail.com
City Hotel,1,275,2016,10,41,5,1,4,Offline,PRT,90.0,Jessica.Mckinney@outlook.com
City Hotel,1,204,2016,10,41,7,0,2,Online,GBR,141.3,Harrison_Laura@att.com
City Hotel,1,76,2016,10,42,10,1,0,Offline,PRT,120.0,Michael.M@att.com
City Hotel,1,279,2016,10,42,12,0,3,Offline,PRT,110.0,Nelson_Heather@xfinity.com
City Hotel,1,113,2016,10,42,13,0,1,Online,FRA,108.0,Le_Robert@yandex.com
City Hotel,1,115,2016,10,42,13,0,1,Online,FRA,108.0,Matthew.M@yandex.com
City Hotel,1,461,2016,10,42,13,0,2,Groups,PRT,62.0,CPhD@hotmail.com
City Hotel,1,37,2016,10,42,13,0,3,Offline,PRT,105.0,Roberson_Deborah88@gmail.com
City Hotel,1,61,2016,10,42,14,2,5,Online,FRA,132.3,Jacqueline_Patton@yahoo.com
City Hotel,1,258,2016,10,43,16,1,0,Offline,PRT,110.0,Laura.D15@comcast.net
City Hotel,1,468,2016,10,43,20,0,2,Groups,PRT,62.0,Patterson_Dawn@aol.com
City Hotel,1,91,2016,10,43,20,0,3,Online,IRL,132.3,MelissaRosales@mail.com
City Hotel,1,386,2016,10,44,23,2,0,Offline,PRT,115.0,Derek.M@aol.com
City Hotel,1,475,2016,10,44,27,0,2,Groups,PRT,62.0,Stephenson_Chad@aol.com
City Hotel,1,199,2016,10,44,28,0,2,Groups,PRT,95.0,Jones.Jennifer@protonmail.com
City Hotel,1,15,2016,10,44,28,4,10,Direct,AGO,178.57,DDS_Kevin@verizon.com
City Hotel,1,197,2016,10,45,30,2,1,Online,FRA,82.5,Mejia_Sara@aol.com
City Hotel,1,166,2016,11,45,1,0,3,Offline,PRT,110.0,Robert_H@verizon.com
City Hotel,1,305,2016,11,45,4,1,2,Offline,PRT,89.0,Bean.Emily23@outlook.com
City Hotel,1,277,2016,11,46,7,1,2,Groups,PRT,100.0,JacobRobinson36@outlook.com
City Hotel,1,2,2016,11,47,16,0,1,Direct,CHE,105.0,JSanchez@yahoo.com
City Hotel,1,86,2016,11,49,30,0,2,Online,ROU,109.8,MD.Donna@zoho.com
City Hotel,1,121,2016,12,51,15,0,2,Online,GBR,79.2,Claudia.B@aol.com
City Hotel,1,89,2016,12,52,19,1,2,Offline,PRT,75.0,Darren_Patton@yandex.com
City Hotel,1,59,2016,12,52,24,2,1,Online,BRA,138.6,CDVM@gmail.com
City Hotel,1,122,2016,12,53,25,2,2,Online,FRA,113.78,Megan_Ruiz@hotmail.com
City Hotel,1,244,2016,12,53,30,1,2,Online,ITA,80.7,Sanders_Lisa@hotmail.com
City Hotel,1,286,2015,7,31,30,0,2,Groups,PRT,62.8,Michael.L@yandex.com
City Hotel,1,300,2015,8,33,13,0,2,Groups,PRT,62.0,JEvans@yandex.com
City Hotel,1,314,2015,8,35,27,0,2,Groups,PRT,62.0,MichaelJordan@yandex.com
City Hotel,1,314,2015,8,35,27,0,2,Groups,PRT,62.0,Taylor.J27@aol.com
City Hotel,1,314,2015,8,35,27,0,2,Groups,PRT,62.0,Darlene_T@comcast.net
City Hotel,1,311,2015,8,35,24,1,1,Groups,PRT,62.0,Kelly.Jeanette69@yahoo.com
City Hotel,1,359,2015,10,42,11,2,0,Groups,PRT,60.0,MHowe29@outlook.com
City Hotel,1,294,2015,8,32,7,0,2,Groups,PRT,62.0,Thomas_Santos88@gmail.com
City Hotel,1,304,2015,8,34,17,1,1,Groups,PRT,62.0,Catherine_M24@protonmail.com
City Hotel,1,355,2015,10,41,7,0,2,Groups,PRT,62.0,Sally_H98@yandex.com
Resort Hotel,0,737,2015,7,27,1,0,0,Direct,PRT,0.0,Andrea_Baker94@aol.com
Resort Hotel,0,102,2015,7,27,3,2,5,Direct,DEU,90.95,Wilson_Susan@comcast.net
Resort Hotel,0,90,2015,7,28,5,2,4,Online,PRT,82.0,West_Pamela@zoho.com
Resort Hotel,0,41,2015,7,28,10,4,7,Online,GBR,110.6,Parrish_Teresa@gmail.com
Resort Hotel,0,6,2015,7,30,19,1,0,Direct,NLD,135.0,James_B@hotmail.com
Resort Hotel,0,75,2015,7,31,30,2,7,Offline,CHE,125.89,Brandon_A@yahoo.com
Resort Hotel,1,114,2015,8,32,5,0,3,Online,PRT,149.4,Benjamin_Martinez@gmail.com
Resort Hotel,0,54,2015,9,40,30,2,4,Online,PRT,64.33,Michael_W@att.com
Resort Hotel,0,10,2015,10,40,3,2,1,Online,ESP,116.0,Morgan_Justin@zoho.com
Resort Hotel,1,170,2015,10,41,4,4,8,Groups,CN,44.5,Scott.B57@comcast.net
Resort Hotel,1,38,2015,10,41,4,2,3,Online,PRT,117.0,Robert.W73@yahoo.com
Resort Hotel,0,47,2015,10,43,19,1,4,Groups,PRT,76.8,Donna.R@outlook.com
Resort Hotel,1,31,2015,11,45,2,5,11,Corporate,PRT,40.0,Nichols.Joann@mail.com
Resort Hotel,1,39,2015,11,46,10,0,5,Corporate,PRT,40.0,Amy.Smith59@mail.com
Resort Hotel,1,39,2015,11,46,10,0,5,Corporate,PRT,40.0,CWilson@outlook.com
Resort Hotel,0,32,2015,11,46,11,0,4,Corporate,ESP,43.2,Garza_Courtney38@gmail.com
Resort Hotel,1,41,2015,11,46,12,1,3,Corporate,PRT,52.2,JMartinez@hotmail.com
Resort Hotel,0,74,2015,11,47,16,0,0,Online,PRT,0.0,West.Edwin26@verizon.com
Resort Hotel,0,15,2015,11,48,27,0,2,Complementary,PRT,0.0,DBrown@mail.com
Resort Hotel,0,88,2016,1,1,1,0,2,Online,ARG,73.46,Vanessa.T74@outlook.com
Resort Hotel,1,113,2016,1,1,2,0,1,Groups,PRT,72.0,Soto_Jennifer@aol.com
Resort Hotel,1,62,2016,1,2,4,1,4,Online,PRT,61.2,Brandon_Owens@protonmail.com
Resort Hotel,1,50,2016,2,9,26,1,2,Online,PRT,76.0,DVM_Mr.@comcast.net
Resort Hotel,0,123,2016,2,9,27,1,1,Groups,ESP,64.0,Rebecca_Garcia@gmail.com
Resort Hotel,1,40,2016,2,10,29,1,4,Online,PRT,48.0,David.Crane24@xfinity.com
Resort Hotel,1,219,2016,3,10,2,2,5,Offline,PRT,52.0,Kristen.S18@hotmail.com
Resort Hotel,0,157,2016,3,12,18,2,6,Online,GBR,40.68,Jordan_May@hotmail.com
Resort Hotel,1,3,2016,3,13,24,0,3,Offline,ESP,84.0,Laura.Gomez@att.com
Resort Hotel,1,116,2016,4,15,4,2,5,Groups,GBR,72.0,Michael_Ramos@mail.com
Resort Hotel,0,183,2016,4,16,16,2,2,Groups,DEU,0.0,Guy.Ward@aol.com
Resort Hotel,0,212,2016,5,20,8,4,7,Offline,GBR,82.96,Kevin_B@att.com
Resort Hotel,1,203,2016,5,20,10,0,2,Groups,PRT,46.0,Paul.W@zoho.com
Resort Hotel,1,113,2016,5,20,14,2,4,Offline,PRT,52.56,Samantha.G34@gmail.com
Resort Hotel,1,211,2016,5,20,14,1,1,Groups,PRT,86.0,RoseWilson@protonmail.com
Resort Hotel,1,116,2016,5,21,21,1,1,Offline,PRT,41.4,Turner_Tiffany@outlook.com
Resort Hotel,0,251,2016,6,24,6,1,5,Offline,GBR,95.73,Paul_B@gmail.com
Resort Hotel,1,129,2016,6,24,10,1,2,Online,PRT,161.0,Jeffrey_Allen11@zoho.com
Resort Hotel,1,172,2016,6,27,28,2,5,Online,PRT,90.64,SharonEdwards@hotmail.com
Resort Hotel,1,173,2016,7,31,25,2,5,Offline,PRT,115.2,DeniseBrown54@aol.com
Resort Hotel,1,105,2016,7,31,25,3,5,Groups,PRT,139.0,Peter.R@yahoo.com
Resort Hotel,1,149,2016,8,32,5,2,6,Online,GBR,248.75,Robert.Knight@comcast.net
Resort Hotel,0,361,2016,9,36,2,2,5,Offline,GBR,57.8,Barbara_Coffey@outlook.com
Resort Hotel,1,238,2016,9,37,7,0,3,Groups,PRT,89.0,Courtney.Clark@xfinity.com
Resort Hotel,1,75,2016,9,38,11,2,1,Online,BRA,190.67,Alexander.Murphy@hotmail.com
Resort Hotel,1,94,2016,10,41,7,2,3,Groups,PRT,55.0,Dominique_T61@mail.com
Resort Hotel,1,249,2016,10,42,14,2,5,Groups,PRT,60.36,Shepherd_Elizabeth@comcast.net
Resort Hotel,1,101,2016,11,48,24,1,3,Online,GBR,37.8,Stout.Gerald@protonmail.com
Resort Hotel,1,183,2016,12,49,3,2,1,Groups,PRT,72.0,Terri_G@comcast.net
Resort Hotel,1,295,2016,12,52,24,3,6,Online,GBR,110.11,MLawrence@protonmail.com
Resort Hotel,0,0,2016,3,12,16,0,1,Direct,PRT,46.0,Jacqueline_E@att.com
Resort Hotel,1,200,2015,8,35,24,1,5,Online,PRT,166.0,Davis.Curtis@mail.com
Resort Hotel,1,166,2015,7,29,15,0,2,Groups,PRT,121.5,EWhite@mail.com
Resort Hotel,1,242,2015,8,36,31,1,5,Online,PRT,90.67,Peter.Johnson@yahoo.com
Resort Hotel,1,244,2015,9,36,2,2,5,Groups,IRL,8.0,Christine_S@att.com
Resort Hotel,0,41,2015,7,29,16,1,3,Online,USA,135.0,Benitez.Darlene@yandex.com
Resort Hotel,1,244,2015,9,36,2,2,5,Groups,IRL,8.0,PhD.Jonathan76@mail.com
Resort Hotel,0,127,2015,8,32,4,0,5,Online,PRT,192.6,Christina_M@outlook.com
Resort Hotel,0,190,2015,8,32,4,2,8,Offline,GBR,110.7,Karen.Jackson93@xfinity.com
Resort Hotel,0,150,2015,8,34,22,2,4,Online,CN,179.1,Elizabeth.W@mail.com
Resort Hotel,0,77,2015,8,33,15,4,10,Direct,PRT,180.0,MNorris34@zoho.com
Resort Hotel,0,52,2015,8,35,23,2,4,Online,ITA,159.33,Tabitha.Gutierrez66@xfinity.com
Resort Hotel,0,45,2015,8,35,25,0,5,Offline,ESP,103.28,Danielle.D50@comcast.net
Resort Hotel,0,23,2015,8,35,28,2,5,Online,IRL,122.43,Michael.R@yahoo.com
Resort Hotel,0,138,2015,9,38,17,2,3,Online,GBR,83.6,Erin_Brown69@outlook.com
Resort Hotel,0,185,2015,9,39,21,1,1,Groups,FRA,90.0,Kimberly_Ashley@comcast.net
Resort Hotel,0,29,2015,9,39,25,2,2,Direct,IRL,129.0,Cory_Cain@protonmail.com
Resort Hotel,0,283,2015,10,42,12,2,5,Groups,GBR,67.31,Jillian.L@gmail.com
Resort Hotel,0,0,2015,10,43,18,2,1,Direct,ESP,99.0,Natalie.Rivera11@yandex.com
Resort Hotel,0,4,2016,2,7,10,0,1,Offline,PRT,30.0,Taylor_Jacqueline@zoho.com
Resort Hotel,0,3,2015,11,47,17,0,2,Corporate,PRT,61.0,David.Rodriguez@outlook.com
Resort Hotel,1,19,2015,12,49,5,2,1,Online,PRT,54.4,Pace_Anthony@mail.com
Resort Hotel,0,4,2015,11,48,27,0,2,Direct,PRT,101.5,Nancy.Freeman@gmail.com
Resort Hotel,0,19,2015,12,49,5,2,1,Offline,ESP,26.0,Jeanne.MD@hotmail.com
Resort Hotel,0,6,2015,12,50,9,0,3,Online,ESP,48.0,Emily_Miller@protonmail.com
Resort Hotel,0,5,2015,12,53,27,1,0,Online,PRT,52.0,Hannah.Y77@mail.com
Resort Hotel,0,7,2016,1,1,2,0,1,Online,PRT,56.0,BHarrison@xfinity.com
Resort Hotel,0,11,2016,1,2,8,1,2,Online,USA,69.2,Davis_Erin67@verizon.com
Resort Hotel,0,0,2016,1,3,11,1,0,Direct,PRT,38.0,Keith.Hill25@xfinity.com
Resort Hotel,0,6,2016,2,6,2,0,1,Corporate,PRT,27.0,Brian.Ramirez@protonmail.com
Resort Hotel,0,11,2016,2,6,6,2,1,Online,PRT,88.0,Brandy_Morgan@outlook.com
Resort Hotel,0,1,2016,2,8,14,2,0,Direct,PRT,50.0,Kimberly_Young91@yahoo.com
Resort Hotel,0,28,2016,2,7,11,2,5,Online,FRA,64.14,SusanSmall@protonmail.com
Resort Hotel,0,7,2016,2,8,17,0,2,Online,DEU,43.0,Patel_Heather@att.com
Resort Hotel,0,37,2016,2,8,17,1,4,Offline,GBR,56.7,DDavis@yandex.com
Resort Hotel,0,4,2016,3,12,15,0,2,Direct,PRT,40.0,Franklin.Mark@hotmail.com
Resort Hotel,0,21,2016,3,12,16,0,4,Offline,IRL,30.0,AngelaBoyd@zoho.com
Resort Hotel,0,0,2016,3,13,20,1,0,Direct,DEU,68.0,Petty_Gregory92@xfinity.com
Resort Hotel,0,5,2016,10,43,18,0,1,Corporate,PRT,39.0,Leblanc.Melanie@gmail.com
Resort Hotel,0,257,2016,12,53,31,2,1,Direct,PRT,177.41,Adams_Mario61@gmail.com
Resort Hotel,0,1,2016,4,15,5,0,1,Offline,PRT,67.5,Jacob_Wright37@hotmail.com
Resort Hotel,0,9,2016,4,15,4,2,5,Direct,FRA,170.0,Bryant.Patrick@comcast.net
Resort Hotel,0,49,2016,4,15,8,1,2,Online,GBR,46.66,Dr..Morrison@aol.com
Resort Hotel,0,139,2016,4,16,13,2,8,Online,ESP,88.0,TCarey@zoho.com
Resort Hotel,0,103,2016,5,19,2,2,5,Offline,POL,46.75,Mike.H@mail.com
Resort Hotel,0,109,2016,5,19,2,2,5,Offline,NLD,58.0,FBeard@yahoo.com
Resort Hotel,0,65,2016,5,21,20,2,5,Offline,NLD,77.5,Jr._Joshua@yahoo.com
Resort Hotel,0,128,2016,5,21,21,2,5,Online,IRL,52.59,Denise.E@yandex.com
Resort Hotel,0,110,2016,6,24,7,0,5,Offline,IRL,59.6,JacobHale54@outlook.com
Resort Hotel,0,66,2016,6,24,11,4,6,Online,BRA,143.0,Walker_Jeffrey@mail.com
Resort Hotel,0,85,2016,7,28,3,2,3,Offline,PRT,168.48,DouglasJohnson@hotmail.com
Resort Hotel,0,1,2016,7,29,15,0,1,Online,COL,164.0,Hayes.Rebecca@yandex.com
Resort Hotel,0,12,2016,7,29,11,2,5,Online,IRL,240.86,Smith_Kevin@gmail.com
Resort Hotel,0,0,2016,7,30,19,0,1,Online,PRT,95.2,SHardin@yandex.com
Resort Hotel,0,0,2016,8,32,1,0,0,Online,PRT,0.0,Logan.J@yahoo.com
Resort Hotel,0,0,2016,7,31,30,2,1,Online,RUS,182.33,Jennifer.G@comcast.net
Resort Hotel,0,180,2016,7,32,31,2,5,Offline,PRT,156.6,George.David@comcast.net
Resort Hotel,0,3,2016,8,33,7,1,0,Online,PRT,165.0,Lisa_R@xfinity.com
Resort Hotel,0,206,2016,7,31,29,4,10,Online,FRA,138.0,Kenneth_Schultz@mail.com
Resort Hotel,0,12,2016,8,34,16,0,2,Online,USA,221.0,JosephDelgado@zoho.com
Resort Hotel,0,1,2016,8,34,18,0,1,Online,DEU,179.0,WilliamShort34@mail.com
Resort Hotel,0,234,2016,9,38,12,2,5,Offline,GBR,51.85,Hernandez_Alicia@yandex.com
Resort Hotel,0,30,2016,9,39,19,1,1,Online,PRT,118.0,TWatkins25@outlook.com
Resort Hotel,0,230,2016,9,37,8,4,10,Offline,GBR,90.9,Miller.Kelly@xfinity.com
Resort Hotel,0,19,2016,9,39,21,1,4,Online,ESP,134.0,Hodges.Gwendolyn@verizon.com
Resort Hotel,0,285,2016,9,39,20,2,5,Groups,IRL,86.4,Andrea.Pena87@outlook.com
Resort Hotel,0,241,2016,9,39,19,4,10,Offline,GBR,37.4,Seth_H13@comcast.net
Resort Hotel,0,7,2016,10,41,5,0,4,Groups,GBR,50.0,Melissa.W@att.com
Resort Hotel,0,341,2016,10,41,3,3,7,Offline,GBR,39.4,Hernandez.Brian@yahoo.com
Resort Hotel,0,23,2016,10,44,24,1,1,Online,ROU,60.0,Bryan_H@att.com
Resort Hotel,0,133,2016,10,44,24,2,5,Offline,GBR,94.0,Autumn.H@comcast.net
Resort Hotel,0,36,2016,11,45,1,0,5,Offline,AUS,29.0,Misty.Thomas@xfinity.com
Resort Hotel,0,80,2016,10,45,31,2,5,Offline,GBR,32.8,Nancy.Crawford@att.com
